Area,Room,Parking,Warehouse,Elevator,Address,Price,Price(USD),majmooe_emkanat,Area_per_Room,nesbat_otagh_be_area
1000,2,1,1,0,Damavand,70000000000,23333333,2,50000000,20000
77,2,0,0,0,Parand,4400000000,1466667,0,3850000,259740259740259e58
63,1,1,1,1,ShahreZiba,20800000000,6933333,3,6300000,15873015873015802e58
125,3,1,1,0,Parand,13000000000,4333333,2,4166666666666666e61,240000
45,1,1,1,1,East Ferdows Boulevard,19000000000,6333333,3,4500000,22222222222222203e58
135,3,1,1,1,Qalandari,75000000000,2500000,3,4500000,22222222222222203e58
80,2,1,0,1,Qalandari,47000000000,15666667,2,4000000,250000
155,3,1,1,1,Gheitarieh,98000000000,32666667,3,5166666666666666e61,193548387096774e44
125,3,1,1,1,Punak,63000000000,2100000,3,4166666666666666e61,240000
95,2,1,1,1,Qalandari,62500000000,20833333,3,4750000,21052631578947303e58
85,2,1,1,1,Qalandari,45000000000,1500000,3,4250000,235294117647058e58
110,2,1,1,1,Qalandari,81000000000,2700000,3,5500000,181818181818181e44
63,1,1,1,1,ShahreZiba,23500000000,7833333,3,6300000,15873015873015802e58
60,1,1,1,1,Saadat Abad,36000000000,1200000,3,6000000,16666666666666602e58
145,3,1,1,1,Gheitarieh,116000000000,38666667,3,48333333333333335e62,206896551724137e58
171,3,1,1,1,Jordan,89000000000,29666667,3,5700000,17543859649122802e58
55,1,1,1,1,East Ferdows Boulevard,18300000000,610000,3,5500000,181818181818181e44
140,3,1,1,1,Jordan,77000000000,25666667,3,4666666666666666e61,214285714285714e44
147,3,1,1,1,Jordan,87000000000,2900000,3,4900000,20408163265306102e44
83,2,1,1,1,ShahreZiba,24000000000,800000,3,4150000,240963855421686e60
105,2,1,1,1,Pardis,5140000000,1713333,3,5250000,19047619047618998e42
55,1,1,1,1,East Ferdows Boulevard,20000000000,6666667,3,5500000,181818181818181e44
62,2,1,1,1,Punak,21000000000,700000,3,3100000,32258064516129e42
55,1,1,1,1,Persian Gulf Martyrs Lake,19000000000,6333333,3,5500000,181818181818181e44
75,2,1,1,0,West Ferdows Boulevard,19500000000,650000,2,3750000,266666666666666e44
95,2,1,1,1,West Ferdows Boulevard,42000000000,1400000,3,4750000,21052631578947303e58
89,2,1,1,1,Central Janatabad,36200000000,12066667,3,4450000,224719101123595e44
202,3,1,1,1,Air force,74740000000,24913333,3,6733333333333333e46,148514851485148e44
51,1,1,1,0,Southern Janatabad,17200000000,5733333,2,5100000,196078431372549e30
400,1,1,0,0,Shahedshahr,30000000000,1000000,1,40000000,250000
145,3,1,1,1,Punak,76000000000,25333333,3,48333333333333335e62,206896551724137e58
115,3,1,1,1,Punak,50000000000,16666667,3,38333333333333346e63,260869565217391e44
130,3,1,1,1,Shahrake Gharb,84500000000,28166667,3,4333333333333334e62,23076923076923e55
62,1,0,1,0,QasrodDasht,9500000000,3166667,1,6200000,161290322580645e60
94,2,1,1,1,ShahreZiba,31600000000,10533333,3,4700000,212765957446808e44
87,2,1,1,1,Pardis,7260000000,242000,3,4350000,229885057471264e58
51,2,0,1,1,Komeil,10500000000,350000,2,2550000,392156862745098e30
95,2,1,1,1,ShahreZiba,28700000000,9566667,3,4750000,21052631578947303e58
80,2,1,1,1,Jeyhoon,21500000000,7166667,3,4000000,250000
145,3,1,1,1,Punak,43000000000,14333333,3,48333333333333335e62,206896551724137e58
155,3,1,1,1,Shahrake Gharb,93000000000,3100000,3,5166666666666666e61,193548387096774e44
88,2,1,1,1,Ekbatan,39400000000,13133333,3,4400000,22727272727272703e58
94,2,1,1,1,Shahran,47000000000,15666667,3,4700000,212765957446808e44
89,2,1,1,1,Ekhtiarieh,33000000000,1100000,3,4450000,224719101123595e44
62,2,1,1,0,Pasdaran,34000000000,11333333,2,3100000,32258064516129e42
136,3,1,1,1,Punak,75500000000,25166667,3,4533333333333334e62,220588235294117e58
60,1,1,1,1,Feiz Garden,24500000000,8166667,3,6000000,16666666666666602e58
120,3,1,1,1,Southern Janatabad,50000000000,16666667,3,4000000,250000
137,3,1,1,1,Pakdasht,17500000000,5833333,3,4566666666666665e62,21897810218978102e58
160,3,1,1,1,Shahrake Gharb,125000000000,41666667,3,5333333333333333e63,18750000
110,2,1,1,1,Saadat Abad,88000000000,29333333,3,5500000,181818181818181e44
71,2,1,1,0,Andisheh,9400000000,3133333,2,3550000,28169014084507e55
155,3,1,1,1,Shahrake Gharb,100000000000,33333333,3,5166666666666666e61,193548387096774e44
80,2,1,1,0,Andisheh,11100000000,370000,2,4000000,250000
84,3,1,1,1,Andisheh,15900000000,530000,3,2800000,357142857142857e44
77,2,1,1,1,Gheitarieh,55440000000,1848000,3,3850000,259740259740259e58
74,2,1,1,1,Shahran,41000000000,13666667,3,3700000,27027027027026998e42
130,3,1,1,1,ShahreZiba,54000000000,1800000,3,4333333333333334e62,23076923076923e55
70,2,1,1,1,Southern Janatabad,24000000000,800000,3,3500000,285714285714285e44
75,2,0,1,1,Parand,3890000000,1296667,2,3750000,266666666666666e44
83,2,1,0,1,Pasdaran,50000000000,16666667,2,4150000,240963855421686e60
65,1,1,1,1,Central Janatabad,35000000000,11666667,3,6500000,15384615384615302e60
62,1,0,1,0,QasrodDasht,11000000000,3666667,1,6200000,161290322580645e60
140,3,1,1,1,Southern Chitgar,14840000000,4946667,3,4666666666666666e61,214285714285714e44
102,2,1,1,1,Gheitarieh,81000000000,2700000,3,5100000,196078431372549e30
138,3,1,1,1,Kahrizak,12420000000,414000,3,4600000,21739130434782603e58
49,1,1,1,0,Andisheh,3800000000,1266667,2,4900000,20408163265306102e44
48,1,1,1,0,Salsabil,9950000000,3316667,2,4800000,208333333333333e58
68,2,1,1,0,Pirouzi,15500000000,5166667,2,3400000,29411764705882303e58
128,3,1,1,1,Marzdaran,52000000000,17333333,3,42666666666666657e61,2343750000
60,1,1,1,1,Pirouzi,13800000000,460000,3,6000000,16666666666666602e58
85,2,1,1,1,Northern Janatabad,32000000000,10666667,3,4250000,235294117647058e58
85,2,1,1,1,Islamshahr,5650000000,1883333,3,4250000,235294117647058e58
78,2,1,0,0,Islamshahr,5500000000,1833333,1,3900000,25641025641025602e44
38,1,1,1,0,Pirouzi,8500000000,2833333,2,3800000,26315789473684202e44
92,2,1,0,1,Pirouzi,27600000000,920000,2,4600000,21739130434782603e58
95,2,1,1,1,Shahran,46500000000,1550000,3,4750000,21052631578947303e58
105,3,1,1,1,East Ferdows Boulevard,39000000000,1300000,3,3500000,285714285714285e44
92,2,0,0,1,Pardis,5500000000,1833333,1,4600000,21739130434782603e58
76,2,1,1,0,West Ferdows Boulevard,24000000000,800000,2,3800000,26315789473684202e44
85,2,1,1,1,Yaftabad,12500000000,4166667,3,4250000,235294117647058e58
85,2,1,1,1,Yaftabad,12500000000,4166667,3,4250000,235294117647058e58
50,1,1,0,1,Ray,7500000000,250000,2,5000000,20000
78,2,1,1,1,West Ferdows Boulevard,26500000000,8833333,3,3900000,25641025641025602e44
54,1,1,1,1,East Ferdows Boulevard,21500000000,7166667,3,5400000,18518518518518503e58
100,2,1,1,1,ShahreZiba,38000000000,12666667,3,5000000,20000
100,2,1,1,1,East Ferdows Boulevard,35000000000,11666667,3,5000000,20000
110,3,1,1,1,Jeyhoon,23300000000,7766667,3,3666666666666666e61,272727272727272e44
57,1,1,1,1,East Ferdows Boulevard,20500000000,6833333,3,5700000,17543859649122802e58
63,2,1,1,0,Andisheh,8700000000,290000,2,3150000,31746031746031703e58
100,2,1,1,1,Ostad Moein,36000000000,1200000,3,5000000,20000
80,1,0,1,0,Shahrake Qods,5600000000,1866667,1,8000000,1250000
115,2,1,1,1,East Ferdows Boulevard,42000000000,1400000,3,5750000,17391304347826e55
68,1,1,1,0,West Ferdows Boulevard,19500000000,650000,2,6800000,14705882352941101e58
75,2,1,1,1,East Ferdows Boulevard,23500000000,7833333,3,3750000,266666666666666e44
48,1,1,1,0,West Ferdows Boulevard,19000000000,6333333,2,4800000,208333333333333e58
75,2,1,1,0,West Ferdows Boulevard,24500000000,8166667,2,3750000,266666666666666e44
115,2,1,1,1,Shahran,50000000000,16666667,3,5750000,17391304347826e55
106,2,1,1,1,East Ferdows Boulevard,35000000000,11666667,3,5300000,18867924528301802e58
56,1,1,1,1,East Ferdows Boulevard,19800000000,660000,3,5600000,17857142857142803e58
58,1,1,1,1,East Ferdows Boulevard,20800000000,6933333,3,5800000,172413793103448e58
95,2,1,1,1,Central Janatabad,37000000000,12333333,3,4750000,21052631578947303e58
50,1,1,1,1,West Ferdows Boulevard,19000000000,6333333,3,5000000,20000
60,2,1,1,0,Central Janatabad,21000000000,700000,2,3000000,333333333333333e44
60,1,1,1,1,East Ferdows Boulevard,19200000000,640000,3,6000000,16666666666666602e58
92,2,1,1,0,Mehran,25000000000,8333333,2,4600000,21739130434782603e58
57,1,1,1,1,West Ferdows Boulevard,23000000000,7666667,3,5700000,17543859649122802e58
72,2,1,1,0,West Ferdows Boulevard,23000000000,7666667,2,3600000,277777777777777e58
71,2,1,1,0,East Ferdows Boulevard,22800000000,760000,2,3550000,28169014084507e55
123,2,1,1,1,Northren Jamalzadeh,36000000000,1200000,3,6150000,16260162601626e55
50,1,1,1,1,West Ferdows Boulevard,19500000000,650000,3,5000000,20000
58,1,1,1,1,ShahreZiba,18500000000,6166667,3,5800000,172413793103448e58
54,1,1,1,1,East Ferdows Boulevard,20500000000,6833333,3,5400000,18518518518518503e58
85,2,1,1,1,ShahreZiba,23500000000,7833333,3,4250000,235294117647058e58
85,2,1,1,1,West Ferdows Boulevard,34500000000,1150000,3,4250000,235294117647058e58
125,3,0,1,1,Nasim Shahr,13000000000,4333333,2,4166666666666666e61,240000
55,1,1,1,1,East Ferdows Boulevard,19200000000,640000,3,5500000,181818181818181e44
72,2,1,1,1,West Ferdows Boulevard,25000000000,8333333,3,3600000,277777777777777e58
58,1,1,1,1,ShahreZiba,18500000000,6166667,3,5800000,172413793103448e58
115,2,1,1,1,East Ferdows Boulevard,52000000000,17333333,3,5750000,17391304347826e55
100,2,1,1,1,West Ferdows Boulevard,34500000000,1150000,3,5000000,20000
116,2,1,1,1,Persian Gulf Martyrs Lake,41700000000,1390000,3,5800000,172413793103448e58
105,2,1,1,1,Persian Gulf Martyrs Lake,32500000000,10833333,3,5250000,19047619047618998e42
60,1,1,1,0,East Ferdows Boulevard,18000000000,600000,2,6000000,16666666666666602e58
53,1,1,1,1,Feiz Garden,21200000000,7066667,3,5300000,18867924528301802e58
55,1,1,1,1,East Ferdows Boulevard,17800000000,5933333,3,5500000,181818181818181e44
76,2,1,1,1,East Ferdows Boulevard,22500000000,750000,3,3800000,26315789473684202e44
111,3,1,1,1,Persian Gulf Martyrs Lake,35000000000,11666667,3,3700000,27027027027026998e42
77,2,1,1,1,Golestan,21500000000,7166667,3,3850000,259740259740259e58
58,1,1,1,1,East Ferdows Boulevard,18600000000,620000,3,5800000,172413793103448e58
94,2,1,1,0,Southern Program Organization,32000000000,10666667,2,4700000,212765957446808e44
58,1,1,1,1,ShahreZiba,18800000000,6266667,3,5800000,172413793103448e58
108,2,1,1,1,Golestan,33000000000,1100000,3,5400000,18518518518518503e58
56,1,1,1,1,Feiz Garden,20000000000,6666667,3,5600000,17857142857142803e58
84,2,1,1,1,North Program Organization,32500000000,10833333,3,4200000,238095238095238e58
60,2,1,1,1,Azarbaijan,19500000000,650000,3,3000000,333333333333333e44
53,1,0,1,1,Pardis,4700000000,1566667,2,5300000,18867924528301802e58
73,2,1,1,1,Pirouzi,25550000000,8516667,3,3650000,273972602739726e30
73,2,0,0,1,Pirouzi,19700000000,6566667,1,3650000,273972602739726e30
150,3,1,1,1,Pirouzi,51000000000,1700000,3,5000000,20000
114,2,1,1,1,Pirouzi,37620000000,1254000,3,5700000,17543859649122802e58
66,2,1,1,1,Ostad Moein,15850000000,5283333,3,3300000,303030303030303e58
53,1,0,1,1,Pardis,5400000000,180000,2,5300000,18867924528301802e58
125,3,1,1,1,Pirouzi,40000000000,13333333,3,4166666666666666e61,240000
105,2,1,1,1,Koohsar,40000000000,13333333,3,5250000,19047619047618998e42
135,3,1,1,1,Tenant,40500000000,1350000,3,4500000,22222222222222203e58
137,3,1,1,1,Shams Abad,46600000000,15533333,3,4566666666666665e62,21897810218978102e58
90,2,1,1,0,Central Janatabad,32000000000,10666667,2,4500000,22222222222222203e58
125,2,1,1,1,Southern Janatabad,66250000000,22083333,3,6250000,160000
52,1,1,1,1,East Ferdows Boulevard,23000000000,7666667,3,5200000,192307692307692e58
110,3,1,1,1,Persian Gulf Martyrs Lake,31000000000,10333333,3,3666666666666666e61,272727272727272e44
110,3,1,1,1,Persian Gulf Martyrs Lake,31000000000,10333333,3,3666666666666666e61,272727272727272e44
112,2,1,0,1,Persian Gulf Martyrs Lake,33000000000,1100000,2,5600000,17857142857142803e58
65,2,1,1,1,Shahran,21500000000,7166667,3,3250000,307692307692307e44
48,1,1,1,1,Andisheh,4000000000,1333333,3,4800000,208333333333333e58
105,2,1,1,1,Persian Gulf Martyrs Lake,28000000000,9333333,3,5250000,19047619047618998e42
56,1,1,1,1,ShahreZiba,22400000000,7466667,3,5600000,17857142857142803e58
108,2,1,1,1,Golestan,19000000000,6333333,3,5400000,18518518518518503e58
78,2,1,1,1,Southern Janatabad,29200000000,9733333,3,3900000,25641025641025602e44
85,2,1,1,1,Parand,5200000000,1733333,3,4250000,235294117647058e58
105,2,1,1,1,Pardis,5350000000,1783333,3,5250000,19047619047618998e42
145,3,1,1,1,Saadat Abad,110000000000,36666667,3,48333333333333335e62,206896551724137e58
145,3,1,1,1,Punak,89900000000,29966667,3,48333333333333335e62,206896551724137e58
140,3,1,1,1,Punak,62000000000,20666667,3,4666666666666666e61,214285714285714e44
66,2,1,1,1,Ostad Moein,15800000000,5266667,3,3300000,303030303030303e58
121,3,1,1,1,Persian Gulf Martyrs Lake,36500000000,12166667,3,4033333333333334e62,24793388429752e55
105,2,1,1,1,Persian Gulf Martyrs Lake,32500000000,10833333,3,5250000,19047619047618998e42
150,2,0,1,1,Chardangeh,12000000000,400000,2,7500000,133333333333333e58
98,2,1,1,1,Central Janatabad,44800000000,14933333,3,4900000,20408163265306102e44
108,2,1,1,1,Persian Gulf Martyrs Lake,33500000000,11166667,3,5400000,18518518518518503e58
95,2,1,1,1,Ostad Moein,26000000000,8666667,3,4750000,21052631578947303e58
64,1,0,0,1,Fallah,9000000000,300000,1,6400000,156250000
75,1,1,0,1,Fallah,18750000000,625000,2,7500000,133333333333333e58
50,1,1,1,1,West Ferdows Boulevard,19500000000,650000,3,5000000,20000
90,2,1,1,1,Persian Gulf Martyrs Lake,25000000000,8333333,3,4500000,22222222222222203e58
93,2,1,1,1,Fallah,15100000000,5033333,3,4650000,21505376344086e58
148,3,1,1,1,Persian Gulf Martyrs Lake,57500000000,19166667,3,4933333333333334e63,202702702702702e44
64,1,0,1,0,Eskandari,10500000000,350000,1,6400000,156250000
114,2,1,1,1,Persian Gulf Martyrs Lake,36000000000,1200000,3,5700000,17543859649122802e58
107,2,1,1,1,Persian Gulf Martyrs Lake,35000000000,11666667,3,5350000,18691588785046703e58
113,2,1,1,1,Persian Gulf Martyrs Lake,32700000000,1090000,3,5650000,176991150442477e58
115,2,1,1,1,Gheitarieh,74000000000,24666667,3,5750000,17391304347826e55
115,2,1,1,1,Persian Gulf Martyrs Lake,36000000000,1200000,3,5750000,17391304347826e55
120,2,1,1,1,Gholhak,84000000000,2800000,3,6000000,16666666666666602e58
76,2,1,1,1,Central Janatabad,27000000000,900000,3,3800000,26315789473684202e44
106,2,1,1,1,North Program Organization,45200000000,15066667,3,5300000,18867924528301802e58
105,2,1,1,1,Gheitarieh,69000000000,2300000,3,5250000,19047619047618998e42
87,2,0,0,1,Ray,15700000000,5233333,1,4350000,229885057471264e58
68,2,1,1,1,Ostad Moein,19700000000,6566667,3,3400000,29411764705882303e58
70,2,1,1,1,Punak,25800000000,860000,3,3500000,285714285714285e44
165,3,1,1,1,Ostad Moein,52500000000,1750000,3,5500000,181818181818181e44
50,1,1,1,1,West Ferdows Boulevard,19500000000,650000,3,5000000,20000
70,2,1,1,1,Saadat Abad,48000000000,1600000,3,3500000,285714285714285e44
165,3,1,1,1,Marzdaran,102300000000,3410000,3,5500000,181818181818181e44
115,2,1,1,1,Central Janatabad,50800000000,16933333,3,5750000,17391304347826e55
93,2,1,0,1,ShahreZiba,29000000000,9666667,2,4650000,21505376344086e58
57,1,1,1,1,Ostad Moein,16000000000,5333333,3,5700000,17543859649122802e58
175,3,1,1,1,Marzdaran,113750000000,37916667,3,5833333333333334e63,17142857142857102e58
146,3,1,1,1,Marzdaran,85000000000,28333333,3,4866666666666666e61,205479452054794e44
135,3,1,1,1,Marzdaran,62000000000,20666667,3,4500000,22222222222222203e58
50,1,1,1,1,Southern Program Organization,19800000000,660000,3,5000000,20000
110,2,1,1,1,Pardis,5350000000,1783333,3,5500000,181818181818181e44
108,2,1,1,1,Mahallati,70000000000,23333333,3,5400000,18518518518518503e58
121,3,1,1,1,Pardis,6100000000,2033333,3,4033333333333334e62,24793388429752e55
90,2,1,1,1,Shahrakeh Naft,55000000000,18333333,3,4500000,22222222222222203e58
117,2,1,1,1,Niavaran,125000000000,41666667,3,5850000,17094017094017e55
142,3,1,1,1,Punak,75500000000,25166667,3,47333333333333355e63,211267605633802e44
55,1,1,1,0,West Ferdows Boulevard,19500000000,650000,2,5500000,181818181818181e44
85,2,1,1,1,Shahran,33000000000,1100000,3,4250000,235294117647058e58
100,2,1,1,1,Ajudaniye,65000000000,21666667,3,5000000,20000
165,3,1,1,1,Shahrake Gharb,124000000000,41333333,3,5500000,181818181818181e44
83,2,1,1,1,Qazvin Imamzadeh Hassan,14500000000,4833333,3,4150000,240963855421686e60
200,3,1,0,1,West Pars,100000000000,33333333,2,6666666666666667e46,150000
95,2,1,1,1,Abazar,67000000000,22333333,3,4750000,21052631578947303e58
82,2,1,1,1,Persian Gulf Martyrs Lake,23500000000,7833333,3,4100000,24390243902439002e55
112,3,1,1,1,Shahran,56000000000,18666667,3,37333333333333334e63,267857142857142e58
96,2,1,1,1,Northern Janatabad,39000000000,1300000,3,4800000,208333333333333e58
86,3,1,1,1,Parand,4250000000,1416667,3,28666666666666677e63,348837209302325e44
105,2,1,1,1,Pardis,9400000000,3133333,3,5250000,19047619047618998e42
115,2,1,1,1,Ostad Moein,32800000000,10933333,3,5750000,17391304347826e55
87,2,1,1,1,ShahreZiba,30000000000,1000000,3,4350000,229885057471264e58
165,3,1,1,1,Farmanieh,115000000000,38333333,3,5500000,181818181818181e44
135,3,1,1,1,Marzdaran,74250000000,2475000,3,4500000,22222222222222203e58
110,2,1,1,1,Feiz Garden,36700000000,12233333,3,5500000,181818181818181e44
80,2,1,1,1,Southern Janatabad,35000000000,11666667,3,4000000,250000
66,2,1,1,1,Southern Janatabad,18000000000,600000,3,3300000,303030303030303e58
88,2,1,1,1,Qazvin Imamzadeh Hassan,15500000000,5166667,3,4400000,22727272727272703e58
70,1,1,1,0,Shahrake Qods,8700000000,290000,2,7000000,142857142857142e58
130,3,1,1,1,Feiz Garden,56000000000,18666667,3,4333333333333334e62,23076923076923e55
87,2,1,1,1,North Program Organization,30000000000,1000000,3,4350000,229885057471264e58
86,2,1,1,1,Southern Janatabad,45000000000,1500000,3,4300000,232558139534883e58
62,1,1,1,1,Southern Program Organization,24000000000,800000,3,6200000,161290322580645e60
125,3,1,1,1,Punak,63000000000,2100000,3,4166666666666666e61,240000
87,2,1,1,1,Pardis,7250000000,2416667,3,4350000,229885057471264e58
70,2,1,1,1,Southern Janatabad,20000000000,6666667,3,3500000,285714285714285e44
65,2,1,1,1,Southern Janatabad,27000000000,900000,3,3250000,307692307692307e44
64,2,1,1,1,Southern Janatabad,21000000000,700000,3,3200000,31250000
62,2,1,1,1,Southern Janatabad,22000000000,7333333,3,3100000,32258064516129e42
70,2,1,1,1,Southern Janatabad,25000000000,8333333,3,3500000,285714285714285e44
140,3,1,1,1,Gheitarieh,80000000000,26666667,3,4666666666666666e61,214285714285714e44
125,3,1,1,1,Gheitarieh,71000000000,23666667,3,4166666666666666e61,240000
68,2,1,1,1,Southern Janatabad,21000000000,700000,3,3400000,29411764705882303e58
67,2,1,0,0,West Ferdows Boulevard,22000000000,7333333,1,3350000,298507462686567e58
64,2,1,1,1,Southern Janatabad,20500000000,6833333,3,3200000,31250000
64,2,1,1,0,Jeyhoon,15000000000,500000,2,3200000,31250000
95,2,1,1,0,Northern Janatabad,39000000000,1300000,2,4750000,21052631578947303e58
97,2,1,1,1,Pardis,7700000000,2566667,3,4850000,20618556701030902e58
136,3,1,1,1,Persian Gulf Martyrs Lake,43000000000,14333333,3,4533333333333334e62,220588235294117e58
70,1,1,1,1,West Ferdows Boulevard,24000000000,800000,3,7000000,142857142857142e58
85,2,1,1,1,Qazvin Imamzadeh Hassan,15070000000,5023333,3,4250000,235294117647058e58
105,2,1,1,1,Pardis,9500000000,3166667,3,5250000,19047619047618998e42
50,1,1,0,1,North Program Organization,19000000000,6333333,2,5000000,20000
57,1,1,1,1,Southern Program Organization,27500000000,9166667,3,5700000,17543859649122802e58
121,3,1,1,1,Pardis,6100000000,2033333,3,4033333333333334e62,24793388429752e55
95,2,1,1,1,West Ferdows Boulevard,33000000000,1100000,3,4750000,21052631578947303e58
65,2,1,1,1,West Ferdows Boulevard,23800000000,7933333,3,3250000,307692307692307e44
100,2,0,1,0,Tehransar,20000000000,6666667,1,5000000,20000
128,3,1,1,1,Kook,39500000000,13166667,3,42666666666666657e61,2343750000
93,2,1,1,1,Gheitarieh,60000000000,2000000,3,4650000,21505376344086e58
75,2,1,1,1,Qazvin Imamzadeh Hassan,12750000000,425000,3,3750000,266666666666666e44
133,4,1,1,0,Jeyhoon,47000000000,15666667,2,33250000,300751879699248e44
100,2,1,1,1,Northern Janatabad,44500000000,14833333,3,5000000,20000
140,3,1,1,1,Persian Gulf Martyrs Lake,48000000000,1600000,3,4666666666666666e61,214285714285714e44
92,2,1,1,1,Central Janatabad,35700000000,1190000,3,4600000,21739130434782603e58
120,2,1,1,0,Amirabad,45000000000,1500000,2,6000000,16666666666666602e58
45,1,1,1,0,Jeyhoon,10300000000,3433333,2,4500000,22222222222222203e58
130,2,1,1,0,Gheitarieh,68900000000,22966667,2,6500000,15384615384615302e60
95,2,0,1,1,Nawab,21850000000,7283333,2,4750000,21052631578947303e58
150,3,0,0,0,Gheitarieh,105000000000,3500000,0,5000000,20000
72,2,1,1,1,Qazvin Imamzadeh Hassan,12060000000,402000,3,3600000,277777777777777e58
60,1,1,1,1,Central Janatabad,33500000000,11166667,3,6000000,16666666666666602e58
190,3,1,1,1,Dorous,120000000000,4000000,3,6333333333333334e63,15789473684210503e58
125,2,1,1,1,Shahrake Gharb,97500000000,3250000,3,6250000,160000
90,2,1,1,1,North Program Organization,34200000000,1140000,3,4500000,22222222222222203e58
105,2,1,1,1,ShahreZiba,41000000000,13666667,3,5250000,19047619047618998e42
90,2,1,1,1,Shahran,28500000000,950000,3,4500000,22222222222222203e58
102,2,1,1,1,Southern Janatabad,56000000000,18666667,3,5100000,196078431372549e30
50,1,1,1,1,Ostad Moein,15000000000,500000,3,5000000,20000
66,2,1,1,0,Punak,22500000000,750000,2,3300000,303030303030303e58
125,3,1,1,1,Yousef Abad,87500000000,29166667,3,4166666666666666e61,240000
132,3,1,1,1,Parand,20500000000,6833333,3,4400000,22727272727272703e58
103,2,1,1,1,Central Janatabad,43000000000,14333333,3,5150000,19417475728155302e58
130,2,1,1,1,Shahran,41800000000,13933333,3,6500000,15384615384615302e60
77,2,1,1,0,,20200000000,6733333,2,3850000,259740259740259e58
71,1,1,1,1,,23000000000,7666667,3,7100000,14084507042253501e60
160,3,1,1,1,Amirabad,83200000000,27733333,3,5333333333333333e63,18750000
110,2,1,1,1,Shahran,34100000000,11366667,3,5500000,181818181818181e44
75,2,1,1,1,Shahran,19800000000,660000,3,3750000,266666666666666e44
75,2,1,1,1,Shahran,24000000000,800000,3,3750000,266666666666666e44
85,2,1,1,1,Northern Suhrawardi,45000000000,1500000,3,4250000,235294117647058e58
130,3,1,1,1,Saadat Abad,85000000000,28333333,3,4333333333333334e62,23076923076923e55
73,2,1,1,1,Qazvin Imamzadeh Hassan,16790000000,5596667,3,3650000,273972602739726e30
95,2,1,1,1,Saadat Abad,55000000000,18333333,3,4750000,21052631578947303e58
65,2,1,1,1,Salsabil,17500000000,5833333,3,3250000,307692307692307e44
64,2,1,1,1,Azarbaijan,20900000000,6966667,3,3200000,31250000
94,2,1,1,1,Villa,41300000000,13766667,3,4700000,212765957446808e44
110,2,1,1,1,Pardis,3750000000,125000,3,5500000,181818181818181e44
105,2,1,1,1,Pardis,5500000000,1833333,3,5250000,19047619047618998e42
145,3,1,1,1,Heravi,90000000000,3000000,3,48333333333333335e62,206896551724137e58
105,2,1,1,1,Pardis,8750000000,2916667,3,5250000,19047619047618998e42
120,2,1,1,1,Farmanieh,120000000000,4000000,3,6000000,16666666666666602e58
100,2,1,1,1,Hakimiyeh,31000000000,10333333,3,5000000,20000
115,2,1,1,1,Water Organization,38000000000,12666667,3,5750000,17391304347826e55
100,2,0,1,1,ShahreZiba,33000000000,1100000,2,5000000,20000
63,1,1,1,1,Ostad Moein,12800000000,4266667,3,6300000,15873015873015802e58
55,1,0,0,0,West Ferdows Boulevard,19000000000,6333333,0,5500000,181818181818181e44
123,3,1,1,1,Nezamabad,33000000000,1100000,3,4100000,24390243902439002e55
81,2,1,1,1,Qazvin Imamzadeh Hassan,14200000000,4733333,3,4050000,24691358024691303e58
130,3,1,1,1,Jeyhoon,28000000000,9333333,3,4333333333333334e62,23076923076923e55
108,2,1,1,1,Pasdaran,77000000000,25666667,3,5400000,18518518518518503e58
135,3,1,1,1,QasrodDasht,29500000000,9833333,3,4500000,22222222222222203e58
82,2,1,1,1,West Ferdows Boulevard,35000000000,11666667,3,4100000,24390243902439002e55
120,2,1,1,1,Southern Program Organization,42500000000,14166667,3,6000000,16666666666666602e58
50,1,1,1,1,Shahran,18500000000,6166667,3,5000000,20000
80,2,1,1,1,Shahran,35500000000,11833333,3,4000000,250000
100,2,1,1,1,Pardis,11000000000,3666667,3,5000000,20000
85,2,1,1,1,Shahran,23800000000,7933333,3,4250000,235294117647058e58
44,1,1,1,0,Shahran,13900000000,4633333,2,4400000,22727272727272703e58
115,2,1,1,1,Tajrish,82000000000,27333333,3,5750000,17391304347826e55
75,2,1,1,1,North Program Organization,29300000000,9766667,3,3750000,266666666666666e44
65,1,1,1,1,Shahran,22200000000,740000,3,6500000,15384615384615302e60
86,2,1,1,1,Central Janatabad,34800000000,1160000,3,4300000,232558139534883e58
106,2,1,1,1,Yousef Abad,57000000000,1900000,3,5300000,18867924528301802e58
92,2,1,1,1,ShahreZiba,27000000000,900000,3,4600000,21739130434782603e58
62,1,1,1,1,Southern Program Organization,21700000000,7233333,3,6200000,161290322580645e60
92,2,1,1,1,Pasdaran,67000000000,22333333,3,4600000,21739130434782603e58
180,3,1,1,1,Pasdaran,99000000000,3300000,3,6000000,16666666666666602e58
85,2,1,1,1,Central Janatabad,31500000000,1050000,3,4250000,235294117647058e58
60,1,1,1,1,Saadat Abad,33000000000,1100000,3,6000000,16666666666666602e58
100,2,1,1,1,East Ferdows Boulevard,34000000000,11333333,3,5000000,20000
100,2,1,1,1,Northern Janatabad,51000000000,1700000,3,5000000,20000
121,2,1,1,1,Garden of Saba,75000000000,2500000,3,6050000,165289256198347e44
63,1,1,1,1,Farmanieh,56000000000,18666667,3,6300000,15873015873015802e58
98,2,1,1,1,West Ferdows Boulevard,44000000000,14666667,3,4900000,20408163265306102e44
67,2,1,1,1,Pasdaran,35000000000,11666667,3,3350000,298507462686567e58
